train_sample_id,sample_id,utterance_id,conversation_id,session,speaker_id,gender,original_emotion,emotion,start_time,end_time,eval_duration,valence,arousal,dominance,wav_path,wav_found,duration,sample_rate,channels,transcript,transcript_found,transcript_file,eval_file,is_4class,emotion_4class,emotion_id,valence_norm,arousal_norm,dominance_norm,source_dataset,word_count
iemocap_train_00010,iemocap_00034,Ses01F_impro02_F004,Ses01F_impro02,Ses01,Ses01F,female,sad,sad,47.34,53.11,5.769999999999996,2.5,2.0,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F004.wav,True,5.7699375,16000,1,"There's people that have given more though, you know?",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro02.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro02.txt,True,sad,2,0.375,0.25,0.375,IEMOCAP_full_release,9
iemocap_train_00011,iemocap_00035,Ses01F_impro02_F005,Ses01F_impro02,Ses01,Ses01F,female,sad,sad,58.75,61.31,2.5600000000000023,2.0,2.0,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F005.wav,True,2.56,16000,1,I know.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro02.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro02.txt,True,sad,2,0.25,0.25,0.375,IEMOCAP_full_release,2
iemocap_train_00012,iemocap_00036,Ses01F_impro02_F006,Ses01F_impro02,Ses01,Ses01F,female,neu,neutral,64.255,68.47,4.215000000000003,2.5,2.5,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F006.wav,True,4.215,16000,1,"There's babies over there, though, that need mothers.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro02.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro02.txt,True,neutral,0,0.375,0.375,0.375,IEMOCAP_full_release,8
iemocap_train_00013,iemocap_00038,Ses01F_impro02_F008,Ses01F_impro02,Ses01,Ses01F,female,sad,sad,87.2031,91.09,3.886899999999997,1.5,2.0,1.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F008.wav,True,3.8868125,16000,1,"Just, you know, kicking myself.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro02.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro02.txt,True,sad,2,0.125,0.25,0.125,IEMOCAP_full_release,5
iemocap_train_00014,iemocap_00040,Ses01F_impro02_F010,Ses01F_impro02,Ses01,Ses01F,female,sad,sad,97.94,102.19,4.25,2.0,1.5,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F010.wav,True,4.25,16000,1,things just aren't what they seem.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro02.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro02.txt,True,sad,2,0.25,0.125,0.25,IEMOCAP_full_release,6
iemocap_train_00015,iemocap_00042,Ses01F_impro02_F012,Ses01F_impro02,Ses01,Ses01F,female,sad,sad,117.83,120.8605,3.0305000000000035,3.5,2.0,1.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F012.wav,True,3.0305,16000,1,"If not me then, who?",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro02.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro02.txt,True,sad,2,0.625,0.25,0.125,IEMOCAP_full_release,5
iemocap_train_00016,iemocap_00043,Ses01F_impro02_F013,Ses01F_impro02,Ses01,Ses01F,female,sad,sad,127.82,133.9455,6.125500000000017,1.5,2.0,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F013.wav,True,6.1254375,16000,1,"You'll videotape everything, yeah?",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro02.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro02.txt,True,sad,2,0.125,0.25,0.25,IEMOCAP_full_release,4
iemocap_train_00017,iemocap_00044,Ses01F_impro02_F014,Ses01F_impro02,Ses01,Ses01F,female,sad,sad,139.03,146.43,7.400000000000006,1.5,2.0,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F014.wav,True,7.4,16000,1,"Maybe you can send it to me, like stream it, yeah?",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro02.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro02.txt,True,sad,2,0.125,0.25,0.25,IEMOCAP_full_release,11
iemocap_train_00018,iemocap_00045,Ses01F_impro02_F015,Ses01F_impro02,Ses01,Ses01F,female,sad,sad,151.4221,155.01,3.5878999999999905,2.0,2.5,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F015.wav,True,3.587875,16000,1,Last month--  Yeah.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro02.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro02.txt,True,sad,2,0.25,0.375,0.375,IEMOCAP_full_release,3
iemocap_train_00019,iemocap_00046,Ses01F_impro02_F016,Ses01F_impro02,Ses01,Ses01F,female,neu,neutral,163.54,165.73,2.1899999999999977,2.0,1.0,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F016.wav,True,2.1899375,16000,1,I have to find sitters.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro02.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro02.txt,True,neutral,0,0.25,0.0,0.375,IEMOCAP_full_release,5
iemocap_train_00020,iemocap_00047,Ses01F_impro02_F017,Ses01F_impro02,Ses01,Ses01F,female,sad,sad,169.36,176.015,6.654999999999973,3.5,3.0,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F017.wav,True,6.6549375,16000,1,"We've got friends, that's why we moved here, huh?  Because there is a day care down the street.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro02.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro02.txt,True,sad,2,0.625,0.5,0.375,IEMOCAP_full_release,18
iemocap_train_00021,iemocap_00048,Ses01F_impro02_F018,Ses01F_impro02,Ses01,Ses01F,female,neu,neutral,176.08,179.13,3.049999999999983,2.5,2.5,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F018.wav,True,3.05,16000,1,And your mother is close by.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro02.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro02.txt,True,neutral,0,0.375,0.375,0.375,IEMOCAP_full_release,6
iemocap_train_00022,iemocap_00049,Ses01F_impro02_F019,Ses01F_impro02,Ses01,Ses01F,female,sad,sad,182.83,185.8894,3.0593999999999824,2.5,1.5,2.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F019.wav,True,3.059375,16000,1,I'll send you lots of letters.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro02.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro02.txt,True,sad,2,0.375,0.125,0.25,IEMOCAP_full_release,6
iemocap_train_00023,iemocap_00050,Ses01F_impro02_F020,Ses01F_impro02,Ses01,Ses01F,female,sad,sad,186.58,191.11,4.530000000000001,4.0,2.0,2.5,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro02/Ses01F_impro02_F020.wav,True,4.5299375,16000,1,And I want lots and lots and lots of pictures.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro02.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro02.txt,True,sad,2,0.75,0.25,0.375,IEMOCAP_full_release,10
iemocap_train_00024,iemocap_00068,Ses01F_impro03_F000,Ses01F_impro03,Ses01,Ses01F,female,hap,happy,4.88,7.74,2.8600000000000003,4.3333,2.6667,2.6667,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F000.wav,True,2.86,16000,1,Well Vegas was awesome.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro03.txt,True,happy,3,0.8333250000000001,0.416675,0.416675,IEMOCAP_full_release,4
iemocap_train_00025,iemocap_00069,Ses01F_impro03_F001,Ses01F_impro03,Ses01,Ses01F,female,hap,happy,7.93,11.37,3.4399999999999995,4.0,2.6667,2.6667,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F001.wav,True,3.4399375,16000,1,"And, um, I got married.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro03.txt,True,happy,3,0.75,0.416675,0.416675,IEMOCAP_full_release,5
iemocap_train_00026,iemocap_00070,Ses01F_impro03_F002,Ses01F_impro03,Ses01,Ses01F,female,hap,happy,12.8,15.37,2.5699999999999985,4.3333,3.0,2.3333,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F002.wav,True,2.5699375,16000,1,Yeah.  In the old town part.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro03.txt,True,happy,3,0.8333250000000001,0.5,0.333325,IEMOCAP_full_release,6
iemocap_train_00027,iemocap_00072,Ses01F_impro03_F004,Ses01F_impro03,Ses01,Ses01F,female,hap,happy,21.75,25.52,3.7699999999999996,4.6667,3.6667,2.3333,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F004.wav,True,3.7699375,16000,1,Um- Yes.  It was very romantic.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro03.txt,True,happy,3,0.9166749999999999,0.666675,0.333325,IEMOCAP_full_release,6
iemocap_train_00028,iemocap_00073,Ses01F_impro03_F005,Ses01F_impro03,Ses01,Ses01F,female,hap,happy,25.5584,28.14,2.5816000000000017,4.3333,4.0,2.3333,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F005.wav,True,2.581625,16000,1,It was at the slot machines.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro03.txt,True,happy,3,0.8333250000000001,0.75,0.333325,IEMOCAP_full_release,6
iemocap_train_00029,iemocap_00074,Ses01F_impro03_F006,Ses01F_impro03,Ses01,Ses01F,female,hap,happy,28.37,34.71,6.34,4.0,3.3333,2.6667,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F006.wav,True,6.34,16000,1,"Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro03.txt,True,happy,3,0.75,0.583325,0.416675,IEMOCAP_full_release,23
iemocap_train_00030,iemocap_00076,Ses01F_impro03_F008,Ses01F_impro03,Ses01,Ses01F,female,hap,happy,40.12,42.79,2.6700000000000017,4.0,3.3333,2.3333,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F008.wav,True,2.67,16000,1,"Yeah.  Well.  You know, because he's leaving the next day.",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro03.txt,True,happy,3,0.75,0.583325,0.333325,IEMOCAP_full_release,10
iemocap_train_00031,iemocap_00077,Ses01F_impro03_F009,Ses01F_impro03,Ses01,Ses01F,female,hap,happy,42.84,44.54,1.6999999999999957,4.0,2.6667,2.3333,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F009.wav,True,1.6999375,16000,1,But we're going to have a honeymoon cruise.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro03.txt,True,happy,3,0.75,0.416675,0.333325,IEMOCAP_full_release,8
iemocap_train_00032,iemocap_00078,Ses01F_impro03_F010,Ses01F_impro03,Ses01,Ses01F,female,hap,happy,47.87,51.075,3.2050000000000054,4.0,3.3333,3.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F010.wav,True,3.2049375,16000,1,Oh.  I hadn't even thought about that.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro03.txt,True,happy,3,0.75,0.583325,0.5,IEMOCAP_full_release,7
iemocap_train_00033,iemocap_00080,Ses01F_impro03_F012,Ses01F_impro03,Ses01,Ses01F,female,hap,happy,55.865,58.15,2.2849999999999966,4.0,3.6667,2.6667,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F012.wav,True,2.2849375,16000,1,Oh.  Totally.,True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro03.txt,True,happy,3,0.75,0.666675,0.416675,IEMOCAP_full_release,2
iemocap_train_00034,iemocap_00081,Ses01F_impro03_F013,Ses01F_impro03,Ses01,Ses01F,female,hap,happy,60.73,65.86,5.130000000000003,5.0,4.0,3.3333,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F013.wav,True,5.1299375,16000,1,I guess I'll-  I guess I'll have an internet husband.[LAUGHTER],True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro03.txt,True,happy,3,1.0,0.75,0.583325,IEMOCAP_full_release,10
iemocap_train_00035,iemocap_00083,Ses01F_impro03_F015,Ses01F_impro03,Ses01,Ses01F,female,exc,happy,74.2675,78.8425,4.575000000000003,4.6667,3.6667,3.0,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro03/Ses01F_impro03_F015.wav,True,4.5749375,16000,1,"Yeah, so [LAUGHTER] He's calling me now",True,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/transcriptions/Ses01F_impro03.txt,/kaggle/input/datasets/dejolilandry/iemocapfullrelease/IEMOCAP_full_release/Session1/dialog/EmoEvaluation/Ses01F_impro03.txt,True,happy,3,0.9166749999999999,0.666675,0.5,IEMOCAP_full_release,7
